distribution,name,estimator,sample_power,mse,kl,cpu_time,fail,lagrange
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,256,3772.24847377325,0.084079330145291,0.0599999999999454,0,4
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,256,150957173.053658,1.40564841154205,0.159999999999968,1,14
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,256,16111.0338641984,0.23153149717949,0.0399999999999636,0,4
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,512,21176.69338313,0.402957996236129,0.0600000000000591,0,6
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,512,6612.64910067602,0.515795709977286,0.0199999999999818,0,4
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,512,1408.67087614656,0.161449149121876,0.0399999999999636,0,4
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,512,22431.8418505893,0.922769260306739,0.0399999999999636,0,6
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,512,36807.8182163351,0.424791355262231,0.0299999999999727,0,6
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,1024,91110.9966298116,0.436385473095446,0.0399999999999636,0,6
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,1024,8143.55434912669,0.218316414402926,0.0399999999999636,0,4
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,1024,30184.3241776624,0.250255169927565,0.0299999999999727,0,6
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,1024,275227.968439654,0.548036035680129,0.149999999999977,0,6
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,1024,59739.9446088729,0.58998604281832,0.0499999999999545,0,4
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,2048,359789.444720224,0.537463475411765,0.0800000000000409,0,6
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,2048,91507.0551743921,0.419235180061702,0.0800000000000409,0,6
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,2048,221548.339602573,0.33664038142595,0.0499999999999545,0,12
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,2048,25177.9007521005,0.172808645016414,0.0900000000000318,0,8
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,2048,423674.404075783,0.3625748092162,0.0600000000000591,0,12
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,4096,3456.45041809687,0.265462816132815,0.149999999999977,0,8
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,4096,421828.239144341,1.36038515081601,0.549999999999955,0,18
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,4096,1191792.98035965,0.49301123705706,0.129999999999995,0,8
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,4096,79053.9032058085,0.435357083903815,0.230000000000018,0,8
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,4096,14418.7504411995,0.293727591525805,0.0999999999999091,0,10
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,8192,1258342.08663682,0.717231456889056,0.229999999999905,0,8
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,8192,56450.9027984335,0.350923504327228,0.220000000000027,0,10
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,8192,445755.0235344,0.593253493444495,0.230000000000018,0,10
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,8192,90316.7809065245,0.755220011365242,0.329999999999927,0,16
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NSE,8192,1158113.14465018,1.00026312181687,0.240000000000009,0,8
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,256,155925.362761398,3.48808766453036,0.0800000000000409,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,256,21.01033012982,0.238247053974013,0.0399999999999636,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,256,67.9760406340103,0.352529166314677,0.0399999999999636,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,256,17.3451613667078,0.200201101750911,0.0800000000000409,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,256,70.2854764380445,0.359760528419664,0.0499999999999545,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,512,56.6031422486941,0.369712980579393,0.0799999999999272,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,512,253.034407818742,0.807813078624924,0.0600000000000591,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,512,8.63966226159945,0.232133465368871,0.0399999999999636,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,512,9.13294259049719,0.165664275986738,0.0600000000000591,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,512,83.7750081994611,0.459294912501346,0.0900000000000318,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,1024,38.0064717974307,0.407964998914171,0.0900000000000318,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,1024,1801.78684068392,1.95599565287625,0.170000000000073,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,1024,20.8044281097098,0.261882436493045,0.169999999999959,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,1024,360.928928730224,1.05859075049651,0.330000000000041,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,1024,329.917669966879,1.19365324471379,0.0900000000000318,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,2048,2639.77745773829,2.01506922306943,0.229999999999905,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,2048,29165.5563047973,2.67123180152955,0.329999999999927,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,2048,792.410812365513,1.28021627279018,0.259999999999991,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,2048,180.691076569114,0.84426587337096,0.219999999999914,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,2048,37545.4716828482,2.95036041652728,0.349999999999909,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,4096,3184.59025760733,2.51921601240465,0.419999999999959,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,4096,52936.8031031456,3.22518410943522,0.580000000000041,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,4096,506.876285734553,1.43520492395874,0.350000000000023,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,4096,662.4207062322,1.50137315097323,0.480000000000018,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,4096,185.989409980775,0.982546272212965,0.470000000000027,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,8192,1317.1119273405,2.08168981167521,0.840000000000032,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,8192,12.9461643205497,0.344184528778693,0.8599999999999,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,8192,5796.98208077073,2.59227287169437,0.899999999999977,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,8192,925.404599483766,1.74261292884127,1.11000000000001,0,1
Beta-a0p5-b0p5,"Beta(0.5,0.5)",NMEM,8192,2263.5480444174,2.23387232403211,0.990000000000009,0,1
